Hugo_Symbol	gene_id	nonsynonymous_variants	mutated_patients	likely_lof_variants	likely_lof_patients	hotspot_variants	max_observed_aa_position	variant_classes	callers	oncodrive_mutated_samples	oncodrive_clusters	oncodrive_cluster_score	oncodrive_mutations_in_clusters	oncodrive_fraction_in_clusters	oncodrive_p	oncodrive_fdr	mutation_frequency_96	recurrent_mutation
MROH9	ENSG00000117501.14	4	4	2	2	0	515	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
MTMR4	ENSG00000108389.9	4	4	0	0	0	1110	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
MTUS2	ENSG00000132938.21	4	4	0	0	0	1258	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
MYCBP2	ENSG00000005810.18	4	4	0	0	0	4061	Missense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
MYH6	ENSG00000197616.13	4	4	0	0	0	1222	In_Frame_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.0416666666666667	FALSE
MYLK	ENSG00000065534.19	4	4	0	0	0	1632	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
NBN	ENSG00000104320.14	4	4	1	1	0	744	Frame_Shift_Del;Missense_Mutation	muse;mutect2;muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0416666666666667	FALSE
NIPBL	ENSG00000164190.19	4	4	1	1	0	2692	Missense_Mutation;Splice_Site	muse;mutect2;varscan2;mutect2;varscan2								0.0416666666666667	FALSE
NLRP1	ENSG00000091592.16	4	4	0	0	0	1412	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
NLRP4	ENSG00000160505.16	4	4	0	0	0	882	Missense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
NOC4L	ENSG00000184967.7	4	4	2	2	0	504	Frame_Shift_Ins;Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0416666666666667	FALSE
NOS3	ENSG00000164867.11	4	4	0	0	0	942	In_Frame_Del;Missense_Mutation	muse;mutect2;varscan2;pindel;varscan2								0.0416666666666667	FALSE
NOTCH2	ENSG00000134250.20	4	4	1	1	0	1020	Missense_Mutation;Splice_Site	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
NPHP3	ENSG00000113971.20	4	4	2	2	0	715	Frame_Shift_Del;Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0416666666666667	FALSE
NRXN3	ENSG00000021645.20	4	4	0	0	0	717	Missense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
OPA1	ENSG00000198836.11	4	4	0	0	0	1009	Missense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
PARD3	ENSG00000148498.16	4	4	2	2	0	1198	Missense_Mutation;Nonsense_Mutation;Splice_Site	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
PCDH11X	ENSG00000102290.22	4	4	0	0	0	1317	Missense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
PDS5B	ENSG00000083642.19	4	4	0	0	0	1179	Missense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
PDZD2	ENSG00000133401.16	4	4	0	0	0	2671	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
PEAK1	ENSG00000173517.10	4	4	0	0	0	1576	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
PKD1L1	ENSG00000158683.9	4	4	0	0	0	2562	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
PLXNA2	ENSG00000076356.7	4	4	0	0	0	1480	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
POGZ	ENSG00000143442.22	4	4	1	1	0	1295	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0416666666666667	FALSE
PPFIA2	ENSG00000139220.17	4	4	0	0	0	613	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
PTPRD	ENSG00000153707.17	4	4	0	0	0	1094	Missense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
PTPRU	ENSG00000060656.20	4	4	1	1	0	1284	Missense_Mutation;Splice_Site	muse;mutect2;varscan2								0.0416666666666667	FALSE
RANBP2	ENSG00000153201.16	4	4	0	0	0	1389	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
RICTOR	ENSG00000164327.13	4	4	1	1	0	1676	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
ROS1	ENSG00000047936.11	4	4	0	0	0	1706	Missense_Mutation	muse;mutect2;varscan2;muse;varscan2;mutect2;varscan2								0.0416666666666667	FALSE
RP1	ENSG00000104237.11	4	4	0	0	0	2061	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
RYR3	ENSG00000198838.14	4	4	2	2	0	3426	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
SATB2	ENSG00000119042.17	4	4	0	0	0	302	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
SEMA3A	ENSG00000075213.11	4	4	0	0	0	423	Missense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
SLCO1C1	ENSG00000139155.9	4	4	0	0	0	627	Missense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
SLITRK4	ENSG00000179542.16	4	4	0	0	0	447	Missense_Mutation	muse;mutect2;varscan2;muse;varscan2								0.0416666666666667	FALSE
SMYD1	ENSG00000115593.15	4	4	0	0	0	345	Missense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
SPATA31D1	ENSG00000214929.4	4	4	0	0	0	1543	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
ST18	ENSG00000147488.11	4	4	0	0	0	1029	Missense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
SYNJ1	ENSG00000159082.18	4	4	2	2	0	1496	Frame_Shift_Del;Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0416666666666667	FALSE
SYNRG	ENSG00000275066.5	4	4	1	1	0	1083	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0416666666666667	FALSE
TBC1D32	ENSG00000146350.14	4	4	0	0	0	904	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
TCHH	ENSG00000159450.12	4	4	0	0	0	1581	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
TRPC4	ENSG00000133107.15	4	4	1	1	0	874	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.0416666666666667	FALSE
TSGA10	ENSG00000135951.16	4	4	1	1	0	687	Missense_Mutation;Splice_Site	muse;mutect2;varscan2								0.0416666666666667	FALSE
USP34	ENSG00000115464.15	4	4	2	2	0	2338	Frame_Shift_Del;Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2;mutect2;pindel								0.0416666666666667	FALSE
VPS13B	ENSG00000132549.18	4	4	0	0	0	2558	Missense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
XIRP2	ENSG00000163092.21	4	4	0	0	0	3186	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.0416666666666667	FALSE
XKR4	ENSG00000206579.9	4	4	0	0	0	647	In_Frame_Del;Missense_Mutation	muse;mutect2;muse;mutect2;varscan2;mutect2;pindel								0.0416666666666667	FALSE
YEATS2	ENSG00000163872.16	4	4	1	1	0	520	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.0416666666666667	FALSE
ZEB2	ENSG00000169554.22	4	4	0	0	0	763	Missense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
ZFHX3	ENSG00000140836.17	4	4	1	1	0	2762	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.0416666666666667	FALSE
ADGRG4	ENSG00000156920.11	4	3	1	1	0	1497	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.03125	FALSE
CASP8	ENSG00000064012.22	4	3	1	1	0	448	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;muse;varscan2;mutect2;pindel;varscan2								0.03125	FALSE
CCDC18	ENSG00000122483.17	4	3	2	1	0	601	Frame_Shift_Del;Frame_Shift_Ins;Missense_Mutation	muse;mutect2;muse;mutect2;varscan2;mutect2;pindel;varscan2;mutect2;varscan2								0.03125	FALSE
CHD7	ENSG00000171316.12	4	3	0	0	0	1804	Missense_Mutation	muse;mutect2;varscan2;muse;varscan2								0.03125	FALSE
DCDC1	ENSG00000170959.14	4	3	1	1	0	1699	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
DGKI	ENSG00000157680.15	4	3	1	1	0	786	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2;muse;varscan2								0.03125	FALSE
ENOX1	ENSG00000120658.13	4	3	0	0	0	29	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
EWSR1	ENSG00000182944.18	4	3	1	1	0	520	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;muse;varscan2;mutect2;pindel;varscan2								0.03125	FALSE
FAM135B	ENSG00000147724.12	4	3	1	1	0	1363	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
FBXW7	ENSG00000109670.16	4	3	2	2	3	543	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2;muse;varscan2;pindel;varscan2								0.03125	FALSE
FMN1	ENSG00000248905.10	4	3	1	1	0	1410	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
HBP1	ENSG00000105856.14	4	3	0	0	0	461	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
HDLBP	ENSG00000115677.17	4	3	0	0	0	1146	Missense_Mutation;Splice_Region	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
MAGEC3	ENSG00000165509.13	4	3	1	1	0	631	Missense_Mutation;Splice_Site	muse;mutect2;varscan2;mutect2;varscan2								0.03125	FALSE
MAST2	ENSG00000086015.22	4	3	0	0	0	1630	Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.03125	FALSE
MYH7B	ENSG00000078814.17	4	3	1	1	0	630	Missense_Mutation;Splice_Site	muse;mutect2;varscan2								0.03125	FALSE
NLRC5	ENSG00000140853.16	4	3	2	2	0	1726	Frame_Shift_Del;Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2;mutect2;varscan2								0.03125	FALSE
PCDHB14	ENSG00000120327.6	4	3	0	0	0	386	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
PSG4	ENSG00000243137.8	4	3	0	0	0	389	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
RBM15	ENSG00000162775.16	4	3	0	0	0	635	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
RYR1	ENSG00000196218.13	4	3	1	1	0	4584	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2;muse;varscan2								0.03125	FALSE
SLC3A1	ENSG00000138079.14	4	3	1	1	0	671	In_Frame_Del;Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2;mutect2;pindel;mutect2;varscan2								0.03125	FALSE
SLIT2	ENSG00000145147.20	4	3	0	0	0	1459	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
SVEP1	ENSG00000165124.18	4	3	0	0	0	2471	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
TG	ENSG00000042832.12	4	3	0	0	0	2575	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
THSD7B	ENSG00000144229.12	4	3	1	1	0	1082	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
TMEM132D	ENSG00000151952.16	4	3	0	0	0	865	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
UNC13A	ENSG00000130477.15	4	3	0	0	0	1223	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
ZNF91	ENSG00000167232.14	4	3	1	1	0	1060	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.03125	FALSE
AASDH	ENSG00000157426.14	3	3	0	0	0	817	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
ABCB5	ENSG00000004846.16	3	3	1	1	0	948	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
ACAP2	ENSG00000114331.15	3	3	0	0	0	727	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
ACSS3	ENSG00000111058.8	3	3	0	0	0	545	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
ADAM29	ENSG00000168594.15	3	3	1	1	0	548	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;pindel;varscan2								0.03125	FALSE
ADAMTS3	ENSG00000156140.10	3	3	0	0	0	771	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
ADAMTSL1	ENSG00000178031.17	3	3	0	0	0	900	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
ADCY8	ENSG00000155897.10	3	3	0	0	0	530	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
ADNP	ENSG00000101126.18	3	3	1	1	0	1016	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.03125	FALSE
AEBP1	ENSG00000106624.11	3	3	1	1	0	1020	Frame_Shift_Del;In_Frame_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2;mutect2;varscan2								0.03125	FALSE
AFF3	ENSG00000144218.19	3	3	0	0	0	916	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
AHNAK2	ENSG00000185567.7	3	3	0	0	0	5747	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
AKAP13	ENSG00000170776.22	3	3	0	0	0	2810	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
AMBRA1	ENSG00000110497.14	3	3	0	0	0	1108	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
ANK3	ENSG00000151150.22	3	3	1	1	0	3583	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.03125	FALSE
ANKH	ENSG00000154122.14	3	3	0	0	0	143	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
ANKRD26	ENSG00000107890.17	3	3	0	0	0	1310	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
ARAP2	ENSG00000047365.12	3	3	1	1	0	100	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
ARHGAP21	ENSG00000107863.18	3	3	1	1	0	1471	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
ARHGEF17	ENSG00000110237.5	3	3	0	0	0	1892	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
ARHGEF2	ENSG00000116584.20	3	3	0	0	0	857	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
ARID1A	ENSG00000117713.20	3	3	2	2	0	2176	Frame_Shift_Del;Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.03125	FALSE
ARMC4	ENSG00000169126.16	3	3	0	0	0	836	Missense_Mutation	muse;mutect2;varscan2;muse;varscan2								0.03125	FALSE
ARMH3	ENSG00000120029.13	3	3	0	0	0	527	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
ASPM	ENSG00000066279.18	3	3	0	0	0	2475	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
ASXL2	ENSG00000143970.17	3	3	2	2	0	519	Frame_Shift_Del;Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.03125	FALSE
ASXL3	ENSG00000141431.12	3	3	1	1	0	2123	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
ATAD2	ENSG00000156802.13	3	3	1	1	0	1344	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.03125	FALSE
ATF7IP	ENSG00000171681.12	3	3	0	0	0	1151	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
ATG2B	ENSG00000066739.12	3	3	0	0	0	2074	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
ATP8A1	ENSG00000124406.16	3	3	0	0	0	714	Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.03125	FALSE
ATRNL1	ENSG00000107518.18	3	3	0	0	0	1260	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
ATXN10	ENSG00000130638.17	3	3	0	0	0	338	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
BANK1	ENSG00000153064.12	3	3	1	1	0	724	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
BIRC6	ENSG00000115760.14	3	3	0	0	0	3414	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
BLM	ENSG00000197299.12	3	3	0	0	0	1088	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
BNC2	ENSG00000173068.18	3	3	0	0	0	915	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
BRD4	ENSG00000141867.18	3	3	0	0	0	613	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
BSN	ENSG00000164061.5	3	3	0	0	0	3638	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
C3	ENSG00000125730.17	3	3	0	0	0	1135	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
C6orf118	ENSG00000112539.15	3	3	0	0	0	390	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
CAD	ENSG00000084774.14	3	3	0	0	0	1428	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
CARS1	ENSG00000110619.18	3	3	0	0	0	382	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CCDC180	ENSG00000197816.16	3	3	1	1	0	622	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.03125	FALSE
CCDC39	ENSG00000284862.3	3	3	0	0	0	694	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CCDC7	ENSG00000216937.13	3	3	0	0	0	1323	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
CCDC85A	ENSG00000055813.6	3	3	1	1	0	446	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CCDC93	ENSG00000125633.11	3	3	1	1	0	485	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CCNY	ENSG00000108100.18	3	3	1	1	0	170	Missense_Mutation;Splice_Site	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CCT8L2	ENSG00000198445.4	3	3	0	0	0	343	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
CD163	ENSG00000177575.13	3	3	1	1	0	1065	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.03125	FALSE
CDH12	ENSG00000154162.15	3	3	1	1	0	527	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CDH19	ENSG00000071991.9	3	3	0	0	0	702	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CDK5RAP2	ENSG00000136861.18	3	3	0	0	0	1463	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
CELSR2	ENSG00000143126.8	3	3	1	1	0	2855	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;muse;varscan2;mutect2;varscan2								0.03125	FALSE
CENPE	ENSG00000138778.13	3	3	0	0	0	1700	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
CEP250	ENSG00000126001.16	3	3	1	1	0	2115	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CEP350	ENSG00000135837.16	3	3	1	1	0	2847	Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CFAP46	ENSG00000171811.14	3	3	0	0	0	2415	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CFTR	ENSG00000001626.16	3	3	0	0	0	976	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CHD1	ENSG00000153922.11	3	3	0	0	0	1405	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CHD6	ENSG00000124177.15	3	3	0	0	0	2543	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
CHD8	ENSG00000100888.15	3	3	2	2	0	2072	Frame_Shift_Del;Missense_Mutation;Nonsense_Mutation	muse;mutect2;muse;mutect2;varscan2;mutect2;pindel;varscan2								0.03125	FALSE
CHRD	ENSG00000090539.15	3	3	1	1	0	911	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.03125	FALSE
CHRND	ENSG00000135902.10	3	3	1	1	0	233	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.03125	FALSE
CLTCL1	ENSG00000070371.16	3	3	0	0	0	834	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CMYA5	ENSG00000164309.15	3	3	0	0	0	4009	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
CNOT6L	ENSG00000138767.13	3	3	0	0	0	484	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
CNTN1	ENSG00000018236.15	3	3	0	0	0	989	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
COCH	ENSG00000100473.18	3	3	0	0	0	545	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
COL18A1	ENSG00000182871.16	3	3	1	1	0	768	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel								0.03125	FALSE
COL19A1	ENSG00000082293.13	3	3	0	0	0	1092	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
COL21A1	ENSG00000124749.17	3	3	1	1	0	827	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.03125	FALSE
COL22A1	ENSG00000169436.17	3	3	0	0	0	1543	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
COL28A1	ENSG00000215018.10	3	3	0	0	0	799	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
COL4A6	ENSG00000197565.16	3	3	0	0	0	1680	Missense_Mutation	muse;mutect2;varscan2;muse;varscan2								0.03125	FALSE
COL7A1	ENSG00000114270.17	3	3	0	0	0	1835	In_Frame_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;varscan2								0.03125	FALSE
CPAMD8	ENSG00000160111.14	3	3	0	0	0	1164	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
CPD	ENSG00000108582.12	3	3	1	1	0	1128	Frame_Shift_Ins;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel;varscan2								0.03125	FALSE
CPSF1	ENSG00000071894.17	3	3	1	1	0	871	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;mutect2;pindel								0.03125	FALSE
CRB1	ENSG00000134376.16	3	3	1	1	0	745	Missense_Mutation;Splice_Site	muse;mutect2;varscan2								0.03125	FALSE
CSMD2	ENSG00000121904.17	3	3	0	0	0	1410	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
CSPG4	ENSG00000173546.7	3	3	1	1	0	1014	Frame_Shift_Del;Missense_Mutation	muse;mutect2;varscan2;pindel;varscan2								0.03125	FALSE
CUX2	ENSG00000111249.14	3	3	0	0	0	1243	Missense_Mutation	muse;mutect2;varscan2;muse;varscan2								0.03125	FALSE
DCAF12L2	ENSG00000198354.7	3	3	0	0	0	353	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
DCC	ENSG00000187323.12	3	3	0	0	0	899	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
DDX5	ENSG00000108654.16	3	3	1	1	0	611	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
DDX60L	ENSG00000181381.14	3	3	0	0	0	1701	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
DGKB	ENSG00000136267.14	3	3	0	0	0	453	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
DHX8	ENSG00000067596.12	3	3	1	1	0	1158	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
DLGAP3	ENSG00000116544.12	3	3	1	1	0	791	Missense_Mutation;Nonsense_Mutation	muse;mutect2;varscan2;muse;varscan2								0.03125	FALSE
DMBT1	ENSG00000187908.20	3	3	0	0	0	2307	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
DNAAF1	ENSG00000154099.18	3	3	1	1	0	461	Missense_Mutation;Splice_Site	muse;mutect2;varscan2								0.03125	FALSE
DNAH17	ENSG00000187775.17	3	3	0	0	0	4256	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
DNAH7	ENSG00000118997.14	3	3	0	0	0	2407	Missense_Mutation	muse;mutect2;varscan2								0.03125	FALSE
DSCAML1	ENSG00000177103.15	3	3	0	0	0	1816	Missense_Mutation	muse;mutect2;muse;mutect2;varscan2								0.03125	FALSE
